org_name,reported_date,breach_date,end_breach_date,incident_details,information_affected,organization_type,total_affected,breach_type,stock_ticker,cik,sic,naics
"Kestler Financial Group, Inc.",11/7/2019,2019-08,9/5/2019,"The New Hampshire Office of the Attorney General reported that Kestler Financial Group, Inc. experienced a data breach involving unauthorized access to an email account, affecting six New Hampshire residents. This breach likely occurred between August 7 and September 5, 2019, and involved the potential exposure of names and Social Security numbers. Kestler Financial's response included notifying affected individuals and offering a one-year membership for credit monitoring services beginning November 6, 2019.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSF,6,HACK,PNC,713676,6200,522110.0
"Kestra Financial, Inc.",9/14/2023,8/29/2023,9/1/2023,"On September 14, 2023, the Office of the Attorney General of Maryland was notified by Kestra Financial of a data breach that occurred on or around August 29, 2023. The breach involved unauthorized access to personally identifiable information (PII) of one client in Maryland, including names, social security numbers, dates of birth, and financial account numbers. The breach was discovered on September 1, 2023, and countermeasures were implemented to prevent further access.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""First and last names"""",""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Date of birth"""",""""Financial account numbers""""]}}}",BSF,1,HACK,PNC,713676,6200,522110.0
"Kestra Financial, Inc.",2/2/2024,1/10/2024,1/16/2024,"On February 2, 2024, the New Hampshire Office of the Attorney General reported a data breach involving Kestra Financial. The breach, which occurred on or around January 10, 2024, involved a ransomware attack that potentially compromised personally identifiable information (PII) of an estimated 1 client in New Hampshire. The breach was discovered on January 16, 2024, and was remediated the same day.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSF,1,HACK,PNC,713676,6200,522110.0
"Kestra Financial, Inc.",1/26/2024,1/10/2024,1/16/2024,"The Office of the Attorney General, State of Maryland reported a data breach involving Kestra Financial on January 26, 2024. The breach occurred on or around January 10, 2024, due to a ransomware event affecting an independent contractor office, potentially compromising the personally identifiable information (PII) of approximately 7 clients in Maryland. The breach was discovered on January 16, 2024, and was remediated the same day.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""First and last names"""",""""Social Security number"""",""""Date of birth""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Financial account numbers""""]}}}",BSF,7,HACK,PNC,713676,6200,522110.0
"Key Financial, Inc.",9/21/2021,4/2/2021,6/29/2021,"The New Hampshire Attorney General's Office reported a data breach involving Key Financial, Inc. on September 22, 2021. The breach occurred due to unauthorized access to an employee's email account on April 2, 2021, potentially affecting the personal information of two New Hampshire residents.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Financial account information""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSF,2,INSD,PNC,713676,6200,522110.0
"King Industries, Inc.",7/21/2025,3/12/2025,3/16/2025,"The New Hampshire Attorney General reported on July 21, 2025, that King Industries, Inc. experienced a data breach involving unauthorized access to files containing personal information of three New Hampshire residents, including names and Social Security numbers. The breach occurred between March 12, 2025, and March 16, 2025.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number"""",""""Address""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,3,HACK,CF,1324404,1000,511210.0
LA Financial Federal Credit Union,9/12/2024,6/10/2024,6/10/2024,"The Montana Department of Justice reported a data breach involving LA Financial Federal Credit Union on September 12, 2024. The breach was discovered on June 10, 2024, involving unauthorized access to an employee email account and affecting 11 individuals. The types of information potentially compromised include first and last names along with unspecified other data elements.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""First name"""",""""Last name""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSF,11,INSD,PNC,713676,6200,522110.0
Laboratory Corporation of America Holdings,2019-07,8/1/2018,3/30/2019,"The Maine Attorney General's Office reported a data breach involving Laboratory Corporation of America Holdings, which occurred between August 1, 2018, and March 30, 2019, affecting 10,241,756 individuals, including 172 Maine residents. Notifications were sent between July 13, 2019, and July 16, 2019, and identity theft protection services were offered for 24 months through Experian for those affected, specifically regarding compromised Social Security Numbers and driver's license information.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Driver's license number or non-driver identification card number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Driver's license number or non-driver identification card number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",MED,10241756,HACK,BAC,70858,6200,622110.0
Laborers International Union of North America Local 1098,7/26/2022,2/27/2022,4/27/2022,"On July 26, 2022, the Maine Office of the Attorney General reported a data breach involving Laborers International Union of North America Local 1098 (LIUNA Local 1098). The breach occurred between February 27, 2022, and April 27, 2022, due to unauthorized access to an employee’s email account, affecting a total of 23,746 individuals, including approximately six Maine residents. The potentially compromised information included names and Social Security numbers.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""First name"""",""""Last name"""",""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",NGO,23746,HACK,BAC,70858,6200,813110.0
Lavelle Industries Inc.,8/22/2024,3/10/2024,3/17/2024,"The New Hampshire Department of Justice reported a data breach involving Lavelle Industries Inc. on August 22, 2024. The breach occurred between March 10, 2024, and March 17, 2024, potentially exposing personal information of one New Hampshire resident, although no specific types of information compromised were detailed.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,1,HACK,CF,1324404,1000,511210.0
Lawrence Semiconductor Research Laboratory,3/7/2025,3/20/2024,2/6/2025,"The New Hampshire Attorney General's Office reported a data breach involving Lawrence Semiconductor Research Laboratory (LSRL) on March 7, 2025. The breach occurred on or around March 20, 2024, and affected one resident of New Hampshire. The types of information potentially impacted were not specified in the available data.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,1,HACK,ON,1097864,7370,511210.0
"LC Industries, Inc.",6/17/2015,6/2/2015,6/13/2015,"On June 17, 2015, the New Hampshire Department of Justice reported that LC Industries, Inc. experienced a data breach on or about June 2, 2015, affecting approximately 22 New Hampshire residents and 3,754 total consumers. The breach involved malicious software compromising personal information including names, credit card numbers, and email addresses. The company has taken steps to address the breach by shutting down the website and enhancing security measures.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Individual name (first name, or first initial, and last name)"""",""""Email address"""",""""Website account username""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Credit card number (including security code and expiration date)""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,3754,HACK,CF,1324404,1000,511210.0
LCS Financial Services,10/5/2023,2/24/2023,9/5/2023,"The Iowa Attorney General's Office reported that LCS Financial Services experienced a data breach involving unauthorized access to personal information potentially affecting 573 Iowa residents. The breach occurred on or about February 24, 2023, and specific information compromised may include names and Social Security numbers. As a response, LCS has offered individuals affected 12 months of complimentary identity theft protection services and reported the incident to the FBI.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSF,573,HACK,PNC,713676,6200,522110.0
LCS Financial Services,9/22/2023,2/24/2023,8/23/2023,"On September 22, 2023, the New Hampshire Attorney General's Office was notified of a data breach involving LCS Financial Services. The breach, which occurred on or about February 24, 2023, affected approximately 590 New Hampshire residents, with personal information potentially compromised. LCS has implemented security measures and is providing affected individuals with complimentary identity protection services.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number"""",""""Date of birth"""",""""Address""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,590,HACK,PNC,713676,6200,511210.0
LCS Financial Services,10/5/2023,2/24/2023,9/5/2023,"On October 5, 2023, the New Hampshire Attorney General's Office reported a data breach involving LCS Financial Services, which affected 1,394 New Hampshire residents. The breach was discovered on February 25, 2023, and involved unauthorized access to personal information acquired on or about February 24, 2023. LCS offered complimentary identity protection services to those affected.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""First Name"""",""""Last Name"""",""""Address""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,1394,HACK,PNC,713676,6200,511210.0
LCS Financial Services,10/24/2023,2/24/2023,2/25/2023,"On October 24, 2023, the New Hampshire Attorney General's Office reported a data breach involving LCS Financial Services, which occurred on or about February 24, 2023. The breach affected 1,430 New Hampshire residents, potentially compromising their names and Social Security numbers. LCS has implemented additional security measures and is offering affected individuals complimentary identity protection services.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSF,1430,HACK,PNC,713676,6200,522110.0
LCS Financial Services,9/22/2023,2/24/2023,2/25/2023,"The Washington State Office of the Attorney General reported a data breach involving LCS Financial Services on September 22, 2023. The breach occurred from February 24 to February 25, 2023, due to unauthorized access that affected 1,823 individuals, potentially exposing their names, Social Security numbers, and full dates of birth.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number"""",""""Full Date of Birth""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSF,9000,HACK,PNC,713676,6200,522110.0
LCS Financial Services,9/22/2023,2/24/2023,2/25/2023,"The Oregon Department of Justice reported that LCS Financial Services experienced a data breach affecting 96,574 individuals. The breach occurred from February 24, 2023, to February 25, 2023, and was discovered on August 23, 2023, with notifications sent on September 22, 2023.","{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSF,96574,HACK,PNC,713676,6200,
